SENTENCE_ID	RELATION_ID	SENTENCE	ARGUMENT_1	ARGUMENT_1_CATEGORY	RELATION	PREDICTED_RELATION	ARGUMENT_2	ARGUMENT_2_CATEGORY
1	109	a trusthub está perto de fechar a contratação do parcele mais com outras três grandes empresas que possuem marketplace para negócios b2b ( buine s to business ) , uma delas líder do setor farmacêutico de são_paulo e uma multinacional de produtos de limpeza .	trusthub	ORG	none	líder do	são_paulo	PLC
21	110	a trusthub está perto de fechar a contratação do parcele mais com outras três grandes empresas que possuem marketplace para negócios b2b ( buine s to business ) , uma delas líder do setor farmacêutico de são_paulo e uma multinacional de produtos de limpeza .	b2b	ORG	none	marketplace delas líder do	são_paulo	PLC
27	111	nesta modalidade de seguros , o cliente pagará uma assinatura mensal somada a um valor variável conforme a utilização de seu veículo são_paulo , dezembro_de_2018 – a thinkseg , primeira insurtech totalmente digital do brasil e recentemente nomeada uma das mais inovadoras do mundo pela fintech_global , acaba de fechar parceria exclusiva com seguradora internacional , uma das 10 maiores do mercado mundial com base em sua receita e lucros .	thinkseg	ORG	none	fechar parceria exclusiva	são_paulo	PLC
27	112	nesta modalidade de seguros , o cliente pagará uma assinatura mensal somada a um valor variável conforme a utilização de seu veículo são_paulo , dezembro_de_2018 – a thinkseg , primeira insurtech totalmente digital do brasil e recentemente nomeada uma das mais inovadoras do mundo pela fintech_global , acaba de fechar parceria exclusiva com seguradora internacional , uma das 10 maiores do mercado mundial com base em sua receita e lucros .	thinkseg	ORG	none	digital do fechar parceria exclusiva	brasil	PLC
27	113	nesta modalidade de seguros , o cliente pagará uma assinatura mensal somada a um valor variável conforme a utilização de seu veículo são_paulo , dezembro_de_2018 – a thinkseg , primeira insurtech totalmente digital do brasil e recentemente nomeada uma das mais inovadoras do mundo pela fintech_global , acaba de fechar parceria exclusiva com seguradora internacional , uma das 10 maiores do mercado mundial com base em sua receita e lucros .	thinkseg	ORG	recentemente nomeada uma das mais inovadoras do mundo pela	inovadoras do fechar parceria exclusiva	fintech_global	ORG
45	114	nesta modalidade de seguros , o cliente pagará uma assinatura mensal somada a um valor variável conforme a utilização de seu veículo são_paulo , dezembro_de_2018 – a thinkseg , primeira insurtech totalmente digital do brasil e recentemente nomeada uma das mais inovadoras do mundo pela fintech_global , acaba de fechar parceria exclusiva com seguradora internacional , uma das 10 maiores do mercado mundial com base em sua receita e lucros .	fintech_global	ORG	none	inovadoras do fechar parceria exclusiva	são_paulo	PLC
45	115	nesta modalidade de seguros , o cliente pagará uma assinatura mensal somada a um valor variável conforme a utilização de seu veículo são_paulo , dezembro_de_2018 – a thinkseg , primeira insurtech totalmente digital do brasil e recentemente nomeada uma das mais inovadoras do mundo pela fintech_global , acaba de fechar parceria exclusiva com seguradora internacional , uma das 10 maiores do mercado mundial com base em sua receita e lucros .	fintech_global	ORG	none	do fechar parceria exclusiva	brasil	PLC
4	116	nubank tem aval do bc para ser instituição financeira e lança cartão de débito .	bc	ORG	tem aval	tem aval do	nubank	PLC
12	117	uma infinidade de novas empresas de tecnologia financeira , incluindo as britânicas revolut e monzo , e a n26 , da alemanha , seduziram milhões de clientes para suas plataformas .	revolut	ORG	none		monzo	ORG
12	118	uma infinidade de novas empresas de tecnologia financeira , incluindo as britânicas revolut e monzo , e a n26 , da alemanha , seduziram milhões de clientes para suas plataformas .	revolut	ORG	none		n26	ORG
12	119	uma infinidade de novas empresas de tecnologia financeira , incluindo as britânicas revolut e monzo , e a n26 , da alemanha , seduziram milhões de clientes para suas plataformas .	revolut	ORG	none		alemanha	PLC
14	120	uma infinidade de novas empresas de tecnologia financeira , incluindo as britânicas revolut e monzo , e a n26 , da alemanha , seduziram milhões de clientes para suas plataformas .	monzo	ORG	none		n26	ORG
14	121	uma infinidade de novas empresas de tecnologia financeira , incluindo as britânicas revolut e monzo , e a n26 , da alemanha , seduziram milhões de clientes para suas plataformas .	monzo	ORG	none		alemanha	PLC
18	122	uma infinidade de novas empresas de tecnologia financeira , incluindo as britânicas revolut e monzo , e a n26 , da alemanha , seduziram milhões de clientes para suas plataformas .	n26	ORG	de		alemanha	PLC
3	123	dados internos do google mostram que o youtube desponta como grande influenciador entre os clientes de fintechs , com alta de 3 , _5 vezes nas visualizações sobre o tema na plataforma em 2018 .	google	ORG	mostram que	mostram	youtube	PLC
12	124	o movimento acontece sete meses após seu então parceiro bancário homônimo do neon ter sido liquidado pelo banco_central , por comprometimento da situação econômica-financeira e violações às normas legais .	neon	ORG	ter sido liquidado pelo	bancário liquidado	banco_central	ORG
1	125	a hub_fintech , empresa de meios de pagamento que tem o bilionário carlos_wizard_martins como dono de 90 % do capital , acaba de fechar um contrato com a visa , maior companhia de pagamentos digitais no mundo .	hub_fintech	ORG	empresa de meios de pagamento que tem o bilionário	de tem o	carlos_wizard_martins	PER
1	126	a hub_fintech , empresa de meios de pagamento que tem o bilionário carlos_wizard_martins como dono de 90 % do capital , acaba de fechar um contrato com a visa , maior companhia de pagamentos digitais no mundo .	hub_fintech	ORG	acaba de fechar um contrato com a	fechar um contrato com	visa	ORG
27	127	a hub_fintech , empresa de meios de pagamento que tem o bilionário carlos_wizard_martins como dono de 90 % do capital , acaba de fechar um contrato com a visa , maior companhia de pagamentos digitais no mundo .	visa	ORG	none	tem fechar um contrato com	carlos_wizard_martins	PER
34	128	“ a parceria reforça nosso posicionamento como a maior empresa b2b white label da america_latina , provendo soluções e serviços end to end no conceito open banking voltados a contas digitais ” , afirma alexandre_brito , ceo da hub_fintech , sem economizar anglicismos .	ceo	ORG	none	label da	america_latina	PLC
34	129	“ a parceria reforça nosso posicionamento como a maior empresa b2b white label da america_latina , provendo soluções e serviços end to end no conceito open banking voltados a contas digitais ” , afirma alexandre_brito , ceo da hub_fintech , sem economizar anglicismos .	ceo	ORG	none		alexandre_brito	PER
34	130	“ a parceria reforça nosso posicionamento como a maior empresa b2b white label da america_latina , provendo soluções e serviços end to end no conceito open banking voltados a contas digitais ” , afirma alexandre_brito , ceo da hub_fintech , sem economizar anglicismos .	ceo	ORG	none	da	hub_fintech	ORG
36	131	“ a parceria reforça nosso posicionamento como a maior empresa b2b white label da america_latina , provendo soluções e serviços end to end no conceito open banking voltados a contas digitais ” , afirma alexandre_brito , ceo da hub_fintech , sem economizar anglicismos .	hub_fintech	ORG	none	label da ceo da	america_latina	PLC
36	132	“ a parceria reforça nosso posicionamento como a maior empresa b2b white label da america_latina , provendo soluções e serviços end to end no conceito open banking voltados a contas digitais ” , afirma alexandre_brito , ceo da hub_fintech , sem economizar anglicismos .	hub_fintech	ORG	ceo da	ceo da	alexandre_brito	PER
21	133	a fim de evitar que seus clientes paguem pelas transferências via ted ou doc , a fintech disponibiliza contas nos bancos itaú , santander , bradesco , banco_do_brasil e banco_inter e caixa_econômica , para onde o investidor envia o valor desejado .	itaú	ORG	none	disponibiliza	santander	ORG
21	134	a fim de evitar que seus clientes paguem pelas transferências via ted ou doc , a fintech disponibiliza contas nos bancos itaú , santander , bradesco , banco_do_brasil e banco_inter e caixa_econômica , para onde o investidor envia o valor desejado .	itaú	ORG	none		bradesco	ORG
21	135	a fim de evitar que seus clientes paguem pelas transferências via ted ou doc , a fintech disponibiliza contas nos bancos itaú , santander , bradesco , banco_do_brasil e banco_inter e caixa_econômica , para onde o investidor envia o valor desejado .	itaú	ORG	none		banco_do_brasil	ORG
21	136	a fim de evitar que seus clientes paguem pelas transferências via ted ou doc , a fintech disponibiliza contas nos bancos itaú , santander , bradesco , banco_do_brasil e banco_inter e caixa_econômica , para onde o investidor envia o valor desejado .	itaú	ORG	none		banco_inter	ORG
21	137	a fim de evitar que seus clientes paguem pelas transferências via ted ou doc , a fintech disponibiliza contas nos bancos itaú , santander , bradesco , banco_do_brasil e banco_inter e caixa_econômica , para onde o investidor envia o valor desejado .	itaú	ORG	none		caixa_econômica	ORG
23	138	a fim de evitar que seus clientes paguem pelas transferências via ted ou doc , a fintech disponibiliza contas nos bancos itaú , santander , bradesco , banco_do_brasil e banco_inter e caixa_econômica , para onde o investidor envia o valor desejado .	santander	ORG	none		bradesco	ORG
23	139	a fim de evitar que seus clientes paguem pelas transferências via ted ou doc , a fintech disponibiliza contas nos bancos itaú , santander , bradesco , banco_do_brasil e banco_inter e caixa_econômica , para onde o investidor envia o valor desejado .	santander	ORG	none		banco_do_brasil	ORG
23	140	a fim de evitar que seus clientes paguem pelas transferências via ted ou doc , a fintech disponibiliza contas nos bancos itaú , santander , bradesco , banco_do_brasil e banco_inter e caixa_econômica , para onde o investidor envia o valor desejado .	santander	ORG	none		banco_inter	ORG
23	141	a fim de evitar que seus clientes paguem pelas transferências via ted ou doc , a fintech disponibiliza contas nos bancos itaú , santander , bradesco , banco_do_brasil e banco_inter e caixa_econômica , para onde o investidor envia o valor desejado .	santander	ORG	none		caixa_econômica	ORG
25	142	a fim de evitar que seus clientes paguem pelas transferências via ted ou doc , a fintech disponibiliza contas nos bancos itaú , santander , bradesco , banco_do_brasil e banco_inter e caixa_econômica , para onde o investidor envia o valor desejado .	bradesco	ORG	none		banco_do_brasil	ORG
25	143	a fim de evitar que seus clientes paguem pelas transferências via ted ou doc , a fintech disponibiliza contas nos bancos itaú , santander , bradesco , banco_do_brasil e banco_inter e caixa_econômica , para onde o investidor envia o valor desejado .	bradesco	ORG	none		banco_inter	ORG
25	144	a fim de evitar que seus clientes paguem pelas transferências via ted ou doc , a fintech disponibiliza contas nos bancos itaú , santander , bradesco , banco_do_brasil e banco_inter e caixa_econômica , para onde o investidor envia o valor desejado .	bradesco	ORG	none		caixa_econômica	ORG
27	145	a fim de evitar que seus clientes paguem pelas transferências via ted ou doc , a fintech disponibiliza contas nos bancos itaú , santander , bradesco , banco_do_brasil e banco_inter e caixa_econômica , para onde o investidor envia o valor desejado .	banco_do_brasil	ORG	none		banco_inter	ORG
27	146	a fim de evitar que seus clientes paguem pelas transferências via ted ou doc , a fintech disponibiliza contas nos bancos itaú , santander , bradesco , banco_do_brasil e banco_inter e caixa_econômica , para onde o investidor envia o valor desejado .	banco_do_brasil	ORG	none		caixa_econômica	ORG
29	147	a fim de evitar que seus clientes paguem pelas transferências via ted ou doc , a fintech disponibiliza contas nos bancos itaú , santander , bradesco , banco_do_brasil e banco_inter e caixa_econômica , para onde o investidor envia o valor desejado .	banco_inter	ORG	none		caixa_econômica	ORG
7	148	outro benefício desse projeto que levou a creditas a estabelecer seu próprio processo de decisão foi a integração das fontes de informações da transunion para enriquecimento da base de dados da creditas , otimizando etapas como a consolidação de certidões e documentos .	creditas	ORG	a estabelecer seu próprio processo de decisão foi a integração das fontes de informações da	para	transunion	ORG
18	149	a creditas , fintech que realiza empréstimos com garantias como automóveis e residências , recebeu uma licença do banco_central para operar como uma sociedade_de_crédito_direto ( scd ) .	banco_central	ORG	operar como uma	operar	sociedade_de_crédito_direto	ORG
4	150	de acordo com a exame , com o investimento , a xp adquiriu uma participação minoritária da olivia e se torna a parceria oficial da startup : os clientes receberão recomendações personalizadas de produtos financeiros da companhia .	exame	ORG	none	de acordo com	xp	ORG
4	151	de acordo com a exame , com o investimento , a xp adquiriu uma participação minoritária da olivia e se torna a parceria oficial da startup : os clientes receberão recomendações personalizadas de produtos financeiros da companhia .	exame	ORG	none	de acordo com adquiriu da	olivia	ORG
11	152	de acordo com a exame , com o investimento , a xp adquiriu uma participação minoritária da olivia e se torna a parceria oficial da startup : os clientes receberão recomendações personalizadas de produtos financeiros da companhia .	xp	ORG	adquiriu uma participação minoritária da	adquiriu da	olivia	ORG
8	153	simplesmente assinaram um contrato de parceria com a enel ( ntig a eletropaulo ) para viabilizar o pagamento de parcelas de empréstimos via conta de energia elétrica .	enel	ORG	none	( ntig	eletropaulo	ORG
0	154	banco_votorantim cogita virar sócio do neon .	banco_votorantim	ORG	virar sócio do	cogita virar sócio do	neon	ORG
22	155	“ vamos ter um portal bancário digital até o meio do ano e , para isso , devemos aprofundar nossa parceria com o neon ” , disse o presidente-executivo do banco_votorantim ,	neon ”	ORG	none	parceria com o presidente-executivo do	banco_votorantim	ORG
1	156	a mastercard fará uma parceria com a fintech token para desenvolver um hub de open banking .	mastercard	ORG	fará uma parceria com a fintech	fará uma parceria com a fintech	token	ORG
1	157	a flowins , startup que mescla serviços de marketplace e rede social aproveita a campus_party para lançar sua conta flow , um serviço financeiro voltado para os produtores cadastrados na plataforma .	flowins	ORG	startup que mescla serviços de marketplace e rede social aproveita a	de social aproveita	campus_party	ORG
15	158	“ agtech virou uma ‘ buzzword ’ nos últimos tempos ” , afirma fernando_lopes , um dos fundadores da mvisia , startup que desenvolveu câmeras que usam inteligência artificial para analisar , via imagem , diversos processos no campo e na indústria .	mvisia	ORG	um dos fundadores da	um fundadores da	fernando_lopes	PER
7	159	esta é a segunda vez que a solinftec , agtech líder em agricultura digital no brasil , é indicada ao prêmio .	solinftec	ORG	agtech líder em agricultura digital no	líder em agricultura digital no	brasil	PLC
21	160	sem alarde , montou um escritório em são_paulo , sob o comando de daniel_bachner , executivo com décadas de experiência na syngenta , onde chegou a ocupar o cargo de vice-presidente .	syngenta	ORG	none	executivo com	são_paulo	PLC
21	161	sem alarde , montou um escritório em são_paulo , sob o comando de daniel_bachner , executivo com décadas de experiência na syngenta , onde chegou a ocupar o cargo de vice-presidente .	syngenta	ORG	executivo com décadas de experiência na	executivo com	daniel_bachner	PER
17	162	os testes estão em curso desde o terceiro trimestre do ano passado junto a cinco clientes da neurotech , incluindo alguns dos maiores conglomerados bancários do país e uma das principais redes varejistas nacionais .	neurotech	ORG	none	conglomerados bancários do	país	PLC
1	163	a firgun trabalha em parceria com organizações não-governamentais ( ong ) que atuam na periferia , como a afrobusiness e a barca , que atendeu maria_pimentel , da parça_progresso_confecções , do jardim_ângela , zona sul de são_paulo .	firgun	ORG	none	trabalha em parceria	afrobusiness	ORG
1	164	a firgun trabalha em parceria com organizações não-governamentais ( ong ) que atuam na periferia , como a afrobusiness e a barca , que atendeu maria_pimentel , da parça_progresso_confecções , do jardim_ângela , zona sul de são_paulo .	firgun	ORG	none	trabalha em parceria	barca	ORG
1	165	a firgun trabalha em parceria com organizações não-governamentais ( ong ) que atuam na periferia , como a afrobusiness e a barca , que atendeu maria_pimentel , da parça_progresso_confecções , do jardim_ângela , zona sul de são_paulo .	firgun	ORG	none	trabalha em parceria	maria_pimentel	PER
1	166	a firgun trabalha em parceria com organizações não-governamentais ( ong ) que atuam na periferia , como a afrobusiness e a barca , que atendeu maria_pimentel , da parça_progresso_confecções , do jardim_ângela , zona sul de são_paulo .	firgun	ORG	none	trabalha em parceria	parça_progresso_confecções	ORG
1	167	a firgun trabalha em parceria com organizações não-governamentais ( ong ) que atuam na periferia , como a afrobusiness e a barca , que atendeu maria_pimentel , da parça_progresso_confecções , do jardim_ângela , zona sul de são_paulo .	firgun	ORG	none	trabalha em parceria	jardim_ângela	PLC
1	168	a firgun trabalha em parceria com organizações não-governamentais ( ong ) que atuam na periferia , como a afrobusiness e a barca , que atendeu maria_pimentel , da parça_progresso_confecções , do jardim_ângela , zona sul de são_paulo .	firgun	ORG	none	trabalha em parceria	são_paulo	PLC
17	169	a firgun trabalha em parceria com organizações não-governamentais ( ong ) que atuam na periferia , como a afrobusiness e a barca , que atendeu maria_pimentel , da parça_progresso_confecções , do jardim_ângela , zona sul de são_paulo .	afrobusiness	ORG	none	em	barca	ORG
17	170	a firgun trabalha em parceria com organizações não-governamentais ( ong ) que atuam na periferia , como a afrobusiness e a barca , que atendeu maria_pimentel , da parça_progresso_confecções , do jardim_ângela , zona sul de são_paulo .	afrobusiness	ORG	none	em	maria_pimentel	PER
17	171	a firgun trabalha em parceria com organizações não-governamentais ( ong ) que atuam na periferia , como a afrobusiness e a barca , que atendeu maria_pimentel , da parça_progresso_confecções , do jardim_ângela , zona sul de são_paulo .	afrobusiness	ORG	none	em	parça_progresso_confecções	ORG
17	172	a firgun trabalha em parceria com organizações não-governamentais ( ong ) que atuam na periferia , como a afrobusiness e a barca , que atendeu maria_pimentel , da parça_progresso_confecções , do jardim_ângela , zona sul de são_paulo .	afrobusiness	ORG	none	em do	jardim_ângela	PLC
17	173	a firgun trabalha em parceria com organizações não-governamentais ( ong ) que atuam na periferia , como a afrobusiness e a barca , que atendeu maria_pimentel , da parça_progresso_confecções , do jardim_ângela , zona sul de são_paulo .	afrobusiness	ORG	none	em	são_paulo	PLC
20	174	a firgun trabalha em parceria com organizações não-governamentais ( ong ) que atuam na periferia , como a afrobusiness e a barca , que atendeu maria_pimentel , da parça_progresso_confecções , do jardim_ângela , zona sul de são_paulo .	barca	ORG	none	em	maria_pimentel	PER
20	175	a firgun trabalha em parceria com organizações não-governamentais ( ong ) que atuam na periferia , como a afrobusiness e a barca , que atendeu maria_pimentel , da parça_progresso_confecções , do jardim_ângela , zona sul de são_paulo .	barca	ORG	none	em da	parça_progresso_confecções	ORG
20	176	a firgun trabalha em parceria com organizações não-governamentais ( ong ) que atuam na periferia , como a afrobusiness e a barca , que atendeu maria_pimentel , da parça_progresso_confecções , do jardim_ângela , zona sul de são_paulo .	barca	ORG	none	em do	jardim_ângela	PLC
20	177	a firgun trabalha em parceria com organizações não-governamentais ( ong ) que atuam na periferia , como a afrobusiness e a barca , que atendeu maria_pimentel , da parça_progresso_confecções , do jardim_ângela , zona sul de são_paulo .	barca	ORG	none	em	são_paulo	PLC
27	178	a firgun trabalha em parceria com organizações não-governamentais ( ong ) que atuam na periferia , como a afrobusiness e a barca , que atendeu maria_pimentel , da parça_progresso_confecções , do jardim_ângela , zona sul de são_paulo .	parça_progresso_confecções	ORG	de	em da	maria_pimentel	PER
27	179	a firgun trabalha em parceria com organizações não-governamentais ( ong ) que atuam na periferia , como a afrobusiness e a barca , que atendeu maria_pimentel , da parça_progresso_confecções , do jardim_ângela , zona sul de são_paulo .	parça_progresso_confecções	ORG	de	em do	jardim_ângela	PLC
27	180	a firgun trabalha em parceria com organizações não-governamentais ( ong ) que atuam na periferia , como a afrobusiness e a barca , que atendeu maria_pimentel , da parça_progresso_confecções , do jardim_ângela , zona sul de são_paulo .	parça_progresso_confecções	ORG	none	em	são_paulo	PLC
30	181	a empresa vai oferecer um pacote de serviços bancários acessíveis via dispositivos móveis por meio de uma parceria com um banco local até que a startup obtenha a licença do banco_central para atuar como banco no país	banco_central	ORG	none	atuar como	país	PLC
27	182	a ideia da fintech é oferecer toda a infraestrutura para que uma empresa possa criar suas próprias soluções de pagamento , em um modelo semelhante ao do pagseguro e do paypal .	pagseguro	ORG	none	e do	paypal	ORG
1	183	a grab , startup de transporte , entrega de comida e serviços de pagamento de singapura , acaba de receber um investimento bilionário .	grab	ORG	entrega de comida e serviços de pagamento de	startup de entrega de	singapura	PLC
2	184	segundo a grab , o investimento será usado para oferecer aos usuários um `` supe r aplicativo '' . o capital eleva a rodada da série h de investimentos da grab para mais_de_us $ 4 , _5_bilhões .	grab	ORG	none	de	grab	ORG
13	185	em janeiro deste ano , a startup anunciou um aporte de us $ _200_milhões do central_group , o maior grupo de varejo da tailândia .	central_group	ORG	o maior grupo de varejo da	o maior grupo de varejo	tailândia	PLC
6	186	já na série g , a grab levantou um investimento de us $ 2 , _5_bilhões liderado pela didi_chuxing , dona da 99 .	grab	ORG	levantou um investimento de	liderado pela	didi_chuxing	PER
9	187	outra startup que faz parte do grupo é a eletrika , dos sócios lucilene_oliveira , alexandre_hellis e oswaldo_prates .	eletrika	ORG	dos sócios	faz parte do	lucilene_oliveira	PER
9	188	outra startup que faz parte do grupo é a eletrika , dos sócios lucilene_oliveira , alexandre_hellis e oswaldo_prates .	eletrika	ORG	dos sócios	faz parte do sócios	alexandre_hellis	PER
9	189	outra startup que faz parte do grupo é a eletrika , dos sócios lucilene_oliveira , alexandre_hellis e oswaldo_prates .	eletrika	ORG	dos sócios	faz parte do grupo	oswaldo_prates	PER
29	190	a startup de investimentos e finanças pessoais com sede em nova_york planeja anunciar nesta terça-feira um novo recurso de `` fund o de ações `` nos cartões de débito da stash .	stash	ORG	none	de	nova_york	PLC
16	191	a proposta : na próxima vez que você comprar na amazon , pagar a conta da netflix ou fizer mercado na kroger , em vez de receber dinheiro de volta , você ganhará frações de ações da empresa .	netflix	ORG	none	pagar a conta da	amazon	PLC
16	192	a proposta : na próxima vez que você comprar na amazon , pagar a conta da netflix ou fizer mercado na kroger , em vez de receber dinheiro de volta , você ganhará frações de ações da empresa .	netflix	ORG	none		kroger	PLC
7	193	com 400 drones , a frota da corteva_agriscience , divisão agrícola da dowdupont , é a maior focada em agricultura do mundo – e agora usará a tecnologia da dronedeploy , responsável por um sistema de mapeamento de alta precisão .	corteva_agriscience	ORG	divisão agrícola da		dowdupont	ORG
7	194	com 400 drones , a frota da corteva_agriscience , divisão agrícola da dowdupont , é a maior focada em agricultura do mundo – e agora usará a tecnologia da dronedeploy , responsável por um sistema de mapeamento de alta precisão .	corteva_agriscience	ORG	e agora usará a tecnologia da	usará tecnologia da	dronedeploy	ORG
12	195	com 400 drones , a frota da corteva_agriscience , divisão agrícola da dowdupont , é a maior focada em agricultura do mundo – e agora usará a tecnologia da dronedeploy , responsável por um sistema de mapeamento de alta precisão .	dowdupont	ORG	none	usará a tecnologia da	dronedeploy	ORG
26	196	com a plataforma ativa , 2019 será um ano de crescimento : ‘ temos convicção que 2019 será um ano de expressiva expansão ’ , afirma joão_nogueira , ceo da appólice .	ceo	ORG	none		joão_nogueira	PER
26	197	com a plataforma ativa , 2019 será um ano de crescimento : ‘ temos convicção que 2019 será um ano de expressiva expansão ’ , afirma joão_nogueira , ceo da appólice .	ceo	ORG	none	da	appólice	ORG
28	198	com a plataforma ativa , 2019 será um ano de crescimento : ‘ temos convicção que 2019 será um ano de expressiva expansão ’ , afirma joão_nogueira , ceo da appólice .	appólice	ORG	ceo da	ceo da	joão_nogueira	PER
23	199	david_solomon , que se tornou ceo do banco de investimento em outubro , foi convidado e planeja comparecer ao lançamento dos serviços da apple no dia 25_de_março em cupertino , califórnia , segundo pessoas a par do assunto .	apple	ORG	none	ceo do planeja comparecer	david_solomon	PER
23	200	david_solomon , que se tornou ceo do banco de investimento em outubro , foi convidado e planeja comparecer ao lançamento dos serviços da apple no dia 25_de_março em cupertino , califórnia , segundo pessoas a par do assunto .	apple	ORG	none		cupertino	PLC
23	201	david_solomon , que se tornou ceo do banco de investimento em outubro , foi convidado e planeja comparecer ao lançamento dos serviços da apple no dia 25_de_março em cupertino , califórnia , segundo pessoas a par do assunto .	apple	ORG	none		califórnia	PLC
2	202	tanto a fis quanto a worldpay fornecem a infraestrutura tecnológica que permite que os consumidores utilizem seus cartões para comprar uma xícara de café ou para pagar com segurança um fornecedor externo em um website de comércio eletrônico .	fis	ORG	none		worldpay	ORG
8	203	o samsung_pay anunciou segunda-feira ( 25 ) que a trigg é a primeira fintech a juntar-se ao serviço de pagamento móvel no brasil .	trigg	ORG	anunciou		samsung_pay	PER
8	204	o samsung_pay anunciou segunda-feira ( 25 ) que a trigg é a primeira fintech a juntar-se ao serviço de pagamento móvel no brasil .	trigg	ORG	é a primeira fintech a juntar-se ao serviço de pagamento móvel no		brasil	PLC
5	205	o programa de capacitação startup sc , iniciativa do sebrae_de_santa_catarina , anunciou as 50 empresas selecionadas .	sc	ORG	none	do	sebrae_de_santa_catarina	ORG
1	206	a indigo também chega ao país oferecendo sua tecnologia de blockchain para investidores fecharem contratos de barter – a tecnologia permite que os acordos sejam menos burocráticos e mais seguros .	indigo	ORG	none	chega ao	país	PLC
3	207	nos estados_unidos , indigo consegue aumentar produção em até 10 % do desenvolvimento da lavoura , à plataformas de comercialização e contratos com blockchain e logística , ela é conhecida como o ‘ google do agro ’ .	indigo	ORG	none		estados_unidos	PLC
3	208	nos estados_unidos , indigo consegue aumentar produção em até 10 % do desenvolvimento da lavoura , à plataformas de comercialização e contratos com blockchain e logística , ela é conhecida como o ‘ google do agro ’ .	indigo	ORG	none	do	agro ’	ORG
33	209	nos estados_unidos , indigo consegue aumentar produção em até 10 % do desenvolvimento da lavoura , à plataformas de comercialização e contratos com blockchain e logística , ela é conhecida como o ‘ google do agro ’ .	agro ’	ORG	none	do	estados_unidos	PLC
44	210	programa abrange startups que buscam transformar , em escala global , ideias radicais em impacto tangível são_paulo , 26_de_março do ano 2019 – a 88i , plataforma de serviços digitais para seguros e blockchain , foi aprovada no global startup program ( gsp ) da singularity_university , corporação do vale_do_silício que oferece programas educacionais e uma incubadora de empresas .	singularity_university	ORG	none		são_paulo	PLC
44	211	programa abrange startups que buscam transformar , em escala global , ideias radicais em impacto tangível são_paulo , 26_de_março do ano 2019 – a 88i , plataforma de serviços digitais para seguros e blockchain , foi aprovada no global startup program ( gsp ) da singularity_university , corporação do vale_do_silício que oferece programas educacionais e uma incubadora de empresas .	singularity_university	ORG	corporação do	corporação do	vale_do_silício	PLC
20	212	“ por meio deste programa , temos acesso aos melhores recursos e especialistas para executarmos nosso projeto ” , ressalta rodrigo_ventura , ceo e co-fundador da 88i .	ceo	ORG	none		rodrigo_ventura	PER
20	213	“ por meio deste programa , temos acesso aos melhores recursos e especialistas para executarmos nosso projeto ” , ressalta rodrigo_ventura , ceo e co-fundador da 88i .	ceo	ORG	none	e co-fundador da	88i	ORG
24	214	“ por meio deste programa , temos acesso aos melhores recursos e especialistas para executarmos nosso projeto ” , ressalta rodrigo_ventura , ceo e co-fundador da 88i .	88i	ORG	ceo e co-fundador da	ceo e co-fundador da	rodrigo_ventura	PER
18	215	rodrigo_ventura decidiu criar a 88i após validar sua tese no startup weekend blockchain techstars , evento patrocinado pelo google e pela techstars , braço de inovação do banco barclays da inglaterra .	google	ORG	none		rodrigo_ventura	PER
18	216	rodrigo_ventura decidiu criar a 88i após validar sua tese no startup weekend blockchain techstars , evento patrocinado pelo google e pela techstars , braço de inovação do banco barclays da inglaterra .	google	ORG	none		techstars	ORG
18	217	rodrigo_ventura decidiu criar a 88i após validar sua tese no startup weekend blockchain techstars , evento patrocinado pelo google e pela techstars , braço de inovação do banco barclays da inglaterra .	google	ORG	none	braço de inovação do	barclays	ORG
18	218	rodrigo_ventura decidiu criar a 88i após validar sua tese no startup weekend blockchain techstars , evento patrocinado pelo google e pela techstars , braço de inovação do banco barclays da inglaterra .	google	ORG	none	de do barclays	inglaterra	ORG
21	219	rodrigo_ventura decidiu criar a 88i após validar sua tese no startup weekend blockchain techstars , evento patrocinado pelo google e pela techstars , braço de inovação do banco barclays da inglaterra .	techstars	ORG	none		rodrigo_ventura	PER
21	220	rodrigo_ventura decidiu criar a 88i após validar sua tese no startup weekend blockchain techstars , evento patrocinado pelo google e pela techstars , braço de inovação do banco barclays da inglaterra .	techstars	ORG	braço de inovação do banco	braço de inovação do	barclays	ORG
21	221	rodrigo_ventura decidiu criar a 88i após validar sua tese no startup weekend blockchain techstars , evento patrocinado pelo google e pela techstars , braço de inovação do banco barclays da inglaterra .	techstars	ORG	none	braço de do barclays da	inglaterra	ORG
28	222	rodrigo_ventura decidiu criar a 88i após validar sua tese no startup weekend blockchain techstars , evento patrocinado pelo google e pela techstars , braço de inovação do banco barclays da inglaterra .	barclays	ORG	none	braço de inovação do	rodrigo_ventura	PER
28	223	rodrigo_ventura decidiu criar a 88i após validar sua tese no startup weekend blockchain techstars , evento patrocinado pelo google e pela techstars , braço de inovação do banco barclays da inglaterra .	barclays	ORG	de	da	inglaterra	ORG
30	224	rodrigo_ventura decidiu criar a 88i após validar sua tese no startup weekend blockchain techstars , evento patrocinado pelo google e pela techstars , braço de inovação do banco barclays da inglaterra .	inglaterra	ORG	none	do barclays	rodrigo_ventura	PER
12	225	o banco digital alemão n26 já está presente em 26 países da comunidade_europeia e anunciou há um mês a decisão de se expandir para os eua e , em seguida , o brasil .	comunidade_europeia	ORG	none	decisão de expandir para	eua	PLC
